,TF,Target
17798,POU2F1,MPHOSPH9
17799,JUND,SRRM2
17800,LMO2,STRN3
17801,FLI1,SPNS1
17802,BHLHE40,PLEKHF2
17803,POU2F2,SUPT5H
17804,TBP,CMIP
17805,ETS1,H3F3B
17806,BHLHE40,HLA-DMB
17807,TAF1,RASA3
17808,GATA3,REXO2
17809,ETS1,FAM111A
17810,CTBP2,TMIGD2
17811,FLI1,RP11-664D1.1
17812,RAD21,PPP5C
17813,CEBPA,IKBIP
17814,ELF1,PCYT2
17815,CDK9,DYRK1A
17816,FOS,GGCX
17817,ATF2,TIPARP
17818,RARA,GPX1
17819,BATF,RPL31
17820,CBFB,SMNDC1
17821,BHLHE40,CUTA
17822,IRF1,NFKBIZ
17823,BHLHE40,TMA7
17824,ETS1,LRCH3
17825,STAT5B,TUBA1A
17826,SPIB,MLXIP
17827,BCL11A,TRPT1
17828,STAT5B,SLC8A1
17829,CDK9,PTRH1
17830,GABPA,ATP11B
17831,STAT4,RPL36
17832,JUND,KCTD12
17833,ETS1,DUSP28
17834,GABPA,CDK11A
17835,ETS1,STRADB
17836,GABPA,AC013461.1
17837,ATF3,OGFOD3
17838,MAZ,P2RX5
17839,IRF1,BCL9L
17840,IRF1,SMAD2
17841,TBP,FAF2
17842,GATA3,NMT2
17843,CTBP2,CBX3
17844,BCL6,NUP98
17845,LMO2,PPM1M
17846,CEBPA,MOGS
17847,CEBPA,ARAF
17848,EGR1,MARCKSL1
17849,FLI1,CREB3L2
17850,TBP,UBASH3A
17851,BATF,NBEAL1
17852,RXRA,LPIN2
17853,TAF1,VIM
17854,TBP,G6PC3
17855,MAZ,EPHX2
17856,FOS,SLFN12L
17857,FOS,ZFP90
17858,ATF3,RETN
17859,CTBP2,TANGO2
17860,LMO2,ELAC2
17861,CEBPA,POU2F2
17862,GATA3,EIF2B2
17863,ETS1,VTI1B
17864,FLI1,EDEM2
17865,STAT5B,BCL6
17866,FOS,ZSWIM8
17867,ELF1,SIRT7
17868,STAT1,ST6GALNAC4
17869,ESRRA,COMMD6
17870,BATF,TNFRSF1A
17871,TBP,SLC39A8
17872,IRF1,CD48
17873,IRF1,PITPNM1
17874,BCL11A,ZCCHC8
17875,GABPA,YIPF6
17876,LMO2,BRI3BP
17877,POLR2A,DYNC1LI2
17878,MAZ,NOL9
17879,CEBPA,DVL2
17880,ETS1,UNC45A
17881,SREBF2,LILRA2
17882,EP300,MAP4
17883,FOS,RABGAP1
17884,PML,HDAC7
17885,CDK9,C11orf58
17886,STAT5B,TRIM14
17887,TBX21,CTB-61M7.2
17888,IRF1,VPS45
17889,ATF3,SKAP2
17890,CREBBP,G6PC3
17891,SPI1,NDUFB2
17892,ESRRA,MORC2-AS1
17893,JUND,EEF1A1
17894,BCL6,TMEM156
17895,TCF12,NOL9
17896,GABPA,TAGLN2
17897,CEBPA,PNO1
17898,RUNX3,RFFL
17899,STAT4,MAZ
17900,ETS1,SOX4
17901,NFYB,SAMD4B
17902,CBFB,WDR82
17903,CREBBP,TMED7
17904,SPI1,GNAI2
17905,GABPA,APBA3
17906,TBX21,INPP4A
17907,SPI1,FOS
17908,SPIB,SNRNP35
17909,RXRA,FCGR2A
17910,RXRA,UBP1
17911,CBFB,TPST2
17912,CREBBP,RUNX3
17913,EP300,AKT2
17914,FOS,HLA-DMB
17915,FOXP1,SIRPG
17916,POU2F2,RETN
17917,BCL6,RPUSD4
17918,BHLHE40,WHSC1L1
17919,RUNX3,MALAT1
17920,GABPA,ADAM15
17921,NFYB,SLC11A1
17922,SPI1,EAPP
17923,RXRA,TMEM41A
17924,TAF1,TMSB10
17925,PML,IER5
17926,FLI1,CD22
17927,FOS,PAF1
17928,CTBP2,FXN
17929,RAD21,ARAF
17930,CEBPA,CUL1
17931,TCF12,FOXP1
17932,EP300,PPIB
17933,ATF3,USP28
17934,BCL6,NDUFB2
17935,CREBBP,PPP1R3E
17936,EP300,CAPG
17937,ATF3,MON2
17938,IRF1,ZC3H4
17939,RAD21,POU2F2
17940,MAZ,EIF2S1
17941,CDK9,GNB2
17942,SPI1,CD6
17943,GATA3,CALM1
17944,IRF5,PLAUR
17945,BATF,PAK1
17946,FLI1,ATP2B4
17947,EP300,MRRF
17948,TBX21,TAPBP
17949,CEBPA,HERC4
17950,ETS1,DYRK1A
17951,ATF3,DCAF13
17952,TBP,TXNRD1
17953,TAF1,CD79A
17954,BATF,PNOC
17955,BHLHE40,KLF2
17956,STAT5B,JUND
17957,BCL6,FOS
17958,GABPA,PLEKHF1
17959,TCF12,EIF2S1
17960,JUND,UQCRH
17961,CDK9,IVD
17962,TBX21,RAB35
17963,BHLHE40,LGALS3BP
17964,RXRA,TUBA4A
17965,ATF3,NF2
17966,ETS1,PTRH1
17967,CEBPA,STOM
17968,FLI1,NUP37
17969,STAT5B,ITPK1
17970,RXRA,DAPK3
17971,MAZ,SLC25A3
17972,POU2F1,OGDH
17973,BATF,TRIM26
17974,BCL6,KAT6A
17975,EP300,ANKRA2
17976,ETS1,EIF3J-AS1
17977,FOXP1,ZBTB43
17978,IRF5,LY6E
17979,SPI1,LSG1
17980,IRF5,SNX3
17981,TAF1,ZDHHC17
17982,CREBBP,TXNRD1
17983,GATA3,PTPRJ
17984,FLI1,PELP1
17985,FLI1,NRGN
17986,IRF1,ARID5A
17987,RARA,ZFP90
17988,MAZ,GTF3C5
17989,FOS,LAPTM5
17990,CDK9,RBM22
17991,SPI1,MVB12A
17992,IRF1,TPT1
17993,FLI1,SF3B5
17994,NFYB,GNAQ
17995,GABPA,MICAL1
17996,TAF1,FUCA1
17997,TAF1,LRRC8C
17998,EP300,STRBP
17999,CREBBP,C1orf132
18000,FOXP1,GBP5
18001,EP300,SERF2
18002,IRF1,ARHGAP24
18003,MAZ,EBPL
18004,ETS1,C11orf58
18005,GABPA,HIST2H2BE
18006,EP300,SQRDL
18007,ESRRA,FOSL2
18008,MAZ,ITPRIP
18009,POU2F2,SCAF11
18010,STAT5B,ATP6V1G1
18011,RXRA,HSPBP1
18012,GABPA,PRPF18
18013,TCF12,DDA1
18014,LMO2,RPL21
18015,ELF1,TSC22D4
18016,BHLHE40,MAP1S
18017,GABPA,DNAJC1
18018,CEBPA,CPPED1
18019,CDK9,ORAI1
18020,LMO2,YWHAB
18021,CDK9,KLHL7
18022,BRD3,ERICH1
18023,GABPA,PLBD1
18024,POU2F2,NF2
18025,TCF12,ITPRIP
18026,CEBPA,DNAJA1
18027,JUND,CSNK1E
18028,FLI1,MBD4
18029,TAF1,MORF4L1
18030,BCL6,LSG1
18031,IRF1,LRRC47
18032,STAT5B,SSBP3
18033,TBP,HMOX1
18034,LMO2,GABARAPL2
18035,TAF1,PML
18036,TCF12,ISG20
18037,TBX21,AIFM1
18038,BCL6,MVB12A
18039,CTBP2,PLEKHB1
18040,PML,ITPRIP
18041,STAT5B,PLA2G16
18042,MAZ,ZDHHC12
18043,MEF2C,FAM127A
18044,CDK9,C5orf56
18045,BATF,VASP
18046,SPI1,DAD1
18047,JUND,BCL2L1
18048,IRF1,PSEN1
18049,RXRA,LILRA5
18050,EGR1,CSK
18051,CREBBP,PPIL2
18052,POU2F2,CITED4
18053,ETS1,ATF2
18054,SPI1,IQSEC1
18055,ZNF143,PPP4C
18056,TCF12,GPX1
18057,LYL1,MEF2C
18058,FOS,LGALS3BP
18059,GABPA,SNAP47
18060,GATA3,FAM43A
18061,CTBP2,ISG20L2
18062,GATA3,ACOT8
18063,SPI1,ETHE1
18064,JUND,GADD45A
18065,ETV6,SPCS1
18066,ELF1,SEPT9
18067,GABPA,EVL
18068,SPI1,RCBTB2
18069,ATF3,CYBA
18070,BATF,FAM210B
18071,GABPA,RNF167
18072,STAT4,DYNLL1
18073,LMO2,CHN2
18074,ZZZ3,JUNB
18075,LMO2,RGS3
18076,POU2F1,UNC45A
18077,FLI1,PLCL2
18078,BRD3,ACTG1
18079,BATF,RPS18
18080,EP300,CHMP1B
18081,FLI1,ACTB
18082,EP300,MNT
18083,CDK9,GTF3C1
18084,LMO2,NT5C
18085,ETS1,ARPC1B
18086,RARA,HSPA1A
18087,ZZZ3,ITGA5
18088,ATF3,PKM
18089,EP300,ZFP36L1
18090,POU2F2,RP11-291B21.2
18091,TAF1,KAT6B
18092,BATF,STX11
18093,FLI1,LAPTM4A
18094,PML,LSM4
18095,ESRRA,SMYD2
18096,CDK9,CIAO1
18097,ESRRA,LPCAT2
18098,BCL11A,SCAMP4
18099,MAZ,PLEKHB2
18100,CDK9,THUMPD3-AS1
18101,RARA,SERGEF
18102,ETS1,DYNC1LI1
18103,STAT4,CD300LF
18104,ELF1,PSME2
18105,FLI1,VPS13A
18106,BCL6,PPP2R5C
18107,GABPA,ZNF814
18108,ETV6,NPM1
18109,ATF3,TCEA2
18110,ESRRA,TXNIP
18111,RARA,LAPTM5
18112,GABPA,EIF4G2
18113,IRF1,FTSJ3
18114,TCF12,SEC14L1
18115,RXRA,SULT1A1
18116,SPI1,OSBPL11
18117,RXRA,MXD1
18118,ATF3,SIRT6
18119,BCL6,RCBTB2
18120,TCF12,ARHGAP9
18121,ELF1,MPV17
18122,GABPA,LPP
18123,FOS,MT-CYB
18124,POU2F2,CYBA
18125,FLI1,SLC35A4
18126,TCF12,TLE3
18127,STAT5A,PPAN
18128,FOS,TPI1
18129,SPI1,HLA-DQB1
18130,CDK9,MAT2B
18131,PML,SEC14L1
18132,CREBBP,UBR2
18133,BATF,FKBP1A
18134,CTBP2,USB1
18135,FOXP1,IGSF6
18136,FOXP1,UBB
18137,IRF1,DTD1
18138,TCF12,GGA2
18139,FLI1,TPR
18140,TBP,REPS1
18141,RAD21,SERTAD2
18142,STAT4,PGM1
18143,ETS1,ORAI1
18144,BATF,MTFP1
18145,TAF1,FLT3LG
18146,TAF1,CERK
18147,GATA3,ARID5B
18148,TAF1,CCDC88A
18149,MYC,LTBP4
18150,RXRA,CSF1R
18151,EP300,GAPVD1
18152,CTBP2,POM121C
18153,GABPA,SSFA2
18154,NFYB,RPS21
18155,RAD21,APOL2
18156,BCL6,HLA-DRB1
18157,EP300,NUCB2
18158,BCL6,UAP1
18159,TBP,CD300C
18160,STAT5B,CDC37L1
18161,CTBP2,YPEL5
18162,FLI1,IK
18163,POU2F1,PTRH1
18164,BCL6,IRAK3
18165,ETS1,H2AFY
18166,EP300,ATG16L2
18167,RUNX3,MEF2D
18168,POLR2A,LGALS2
18169,EP300,ABCF1
18170,ATF3,NOL7
18171,FOS,SFR1
18172,BHLHE40,GIGYF2
18173,ETS1,PGLS
18174,ESRRA,AGPAT3
18175,BCL6,HLA-DQB1
18176,MAZ,NGFRAP1
18177,GATA3,COX5A
18178,TCF12,GGCX
18179,MEF2C,TUBA1C
18180,CTBP2,KANSL1-AS1
18181,FOS,TUG1
18182,BHLHE40,RBX1
18183,TBP,SNHG8
18184,FLI1,IPO9
18185,GABPA,BROX
18186,TAF1,BANK1
18187,RXRA,ARGLU1
18188,IRF1,CAPG
18189,POLR2A,INPP5K
18190,BCL6,ZFP91
18191,STAT1,PIM1
18192,POLR2A,JUNB
18193,CEBPA,CHPT1
18194,NFYB,TMBIM4
18195,STAT4,SPIDR
18196,TBP,HENMT1
18197,STAT5B,ARPC5
18198,ETS1,GTF3C1
18199,MAZ,RPL4
18200,CTBP2,RAB27A
18201,EP300,HSPA5
18202,ESRRA,LMNB1
18203,ZZZ3,HRH2
18204,FLI1,PDLIM5
18205,PML,CD52
18206,SPIB,MBOAT7
18207,TCF12,ZFP90
18208,LMO2,ZFP36L2
18209,LMO2,FKBP11
18210,GATA3,B4GALT1
18211,ELF1,SLC25A5
18212,CEBPA,LTB4R
18213,POU2F2,METAP1
18214,RXRA,TMEM199
18215,RUNX3,LUC7L3
18216,LMO2,LTBR
18217,SPI1,RAP1A
18218,CDK9,PSMG3
18219,FLI1,GDE1
18220,ELF1,ATG2A
18221,ATF3,CSNK2A2
18222,CDK9,CISD3
18223,IRF1,ANKRA2
18224,BCL6,COTL1
18225,POLR2A,ZNF451
18226,RUNX3,STAT3
18227,LMO2,LILRB3
18228,BHLHE40,GPS2
18229,CREBBP,METTL13
18230,CREBBP,PRKRIR
18231,CDK9,PIGT
18232,JUND,LRRC25
18233,CREBBP,DBNL
18234,BATF,SPAG9
18235,CTBP2,MOGS
18236,GABPA,IL12RB1
18237,JUND,REEP3
18238,GABPA,TIGIT
18239,ZZZ3,MYL6
18240,ELF1,TOP1MT
18241,BATF,EIF3E
18242,RARA,MT-CYB
18243,MEF2C,HVCN1
18244,TCF12,PIGC
18245,BHLHE40,DNAJC13
18246,CTBP2,TSPAN17
18247,STAT3,APOL2
18248,SREBF2,DENND6B
18249,FOS,SEC61A1
18250,MAX,MVB12A
18251,BHLHE40,TAF8
18252,ETV6,CTSS
18253,EP300,DENND3
18254,FOS,LEO1
18255,EP300,BATF
18256,FLI1,SH3GL1
18257,RUNX3,GRINA
18258,LMO2,GALK1
18259,CDK9,REXO2
18260,TCF12,PLEKHF2
18261,CDK9,RTCA
18262,FLI1,ATP11A
18263,RUNX3,FAM73A
18264,LMO2,ST6GALNAC6
18265,MAZ,CUTA
18266,FOXP1,MYCBP
18267,MAZ,TMA7
18268,FLI1,HNRNPA2B1
18269,RUNX3,FOS
18270,ATF3,ITGAX
18271,BCL6,CES1
18272,CREBBP,CNOT2
18273,SPIB,BTG1
18274,STAT5B,TMIGD2
18275,CDK9,ELP5
18276,GATA3,GLB1
18277,FOXP1,TGFBI
18278,FOS,PDCL
18279,STAT4,RARS
18280,MEF2C,SH2D1A
18281,TBX21,MAFB
18282,FLI1,ADIPOR2
18283,TCF12,PAF1
18284,FOS,RBX1
18285,JUND,FAM217B
18286,LMO2,MSRB1
18287,ATF3,CALHM2
18288,BATF,PRRC1
18289,CDK9,NMT2
18290,RXRA,BLVRA
18291,POU2F1,DYNC1LI1
18292,CEBPA,KIAA0040
18293,GABPA,C12orf76
18294,LMO2,COPA
18295,NFYB,CDKN2D
18296,RXRA,PIK3CG
18297,CEBPA,RMDN3
18298,BATF,GPKOW
18299,JUND,LPIN2
18300,RUNX3,CD6
18301,ETS1,LRRC8D
18302,STAT4,CLEC2D
18303,ATF3,SEP15
18304,CDK9,EIF2B2
18305,STAT5B,CBX3
18306,MAZ,MED8
18307,GABPA,GSS
18308,LMO2,PPAN
18309,CEBPA,KCNK6
18310,ETS1,NUTM2A-AS1
18311,POU2F2,CLIC1
18312,RXRA,GCH1
18313,FOS,CBX4
18314,EP300,THEM4
18315,EP300,CCDC174
18316,ATF2,ADAP1
18317,EP300,YLPM1
18318,EP300,PHF12
18319,GABPA,PRNP
18320,SPI1,ERAP1
18321,IRF1,CHMP1B
18322,TBP,ACTG1
18323,JUND,FOSB
18324,IRF1,MNT
18325,BATF,SWAP70
18326,CEBPA,LINC00402
18327,LMO2,PLIN3
18328,EP300,GTF2H1
18329,CDK9,ACTN4
18330,EP300,SYPL1
18331,IRF1,ZFP36L1
18332,CEBPA,AMD1
18333,ESRRA,PAK1IP1
18334,GABPA,WDR45B
18335,ATF3,KIAA0586
18336,GATA3,NADSYN1
18337,ATF3,ATXN1
18338,ETS1,DOCK2
18339,CBFB,GAK
18340,RXRA,ESYT2
18341,CEBPA,CDCA7L
18342,IRF1,LAMP1
18343,ATF3,PPP1CA
18344,FOXP1,FAM129A
18345,ETS1,PSMG3
18346,MAZ,WHSC1L1
18347,RUNX3,LPIN1
18348,FOS,TAF8
18349,TAF1,NDRG1
18350,EP300,RPLP0
18351,CTBP2,STOM
18352,EP300,RPRD1A
18353,MEF2C,FBP1
18354,FLI1,RAC1
18355,TBX21,MT-ND3
18356,CREBBP,ACTG1
18357,ATF3,BPTF
18358,ZZZ3,INTS1
18359,CEBPA,SPNS3
18360,BCL6,GABPA
18361,ZZZ3,CD244
18362,CEBPA,ANKHD1
18363,CREBBP,NMRK1
18364,LYL1,KLHL6
18365,TP53,NEAT1
18366,JUND,TMEM41A
18367,EP300,ZEB2
18368,IRF5,RPL21
18369,MAZ,SOAT1
18370,ATF2,FOSB
18371,BRD3,CEBPA
18372,CEBPA,ARRDC2
18373,BHLHE40,SEC62
18374,RARA,LEO1
18375,CDK9,CALM1
18376,CDK9,SH3BP1
18377,ETS1,REXO2
18378,BRD3,BTG2
18379,MYC,VPS33A
18380,POLR2A,ENSA
18381,SPI1,RPL35
18382,ETV6,CD226
18383,MAZ,KLF2
18384,FOXP1,DRAP1
18385,MYC,TM2D3
18386,BRD3,H3F3A
18387,CDK9,NME4
18388,CREBBP,DTX3L
18389,BCL6,OSCAR
18390,FOS,TLR2
18391,FLI1,TRAPPC10
18392,ETS1,ELP5
18393,MAZ,LGALS3BP
18394,FOXP1,LMO2
18395,EP300,UPF2
18396,CEBPA,NR3C1
18397,FOS,QDPR
18398,FOS,VPS26B
18399,FOXP1,LINC00657
18400,POLR2A,PACSIN2
18401,BHLHE40,NBEAL1
18402,JUND,TUBA4A
18403,IRF1,NUCB2
18404,TBX21,STK17B
18405,EGR1,ZNF101
18406,GABPA,TVP23B
18407,CDK9,APOL1
18408,LMO2,CLN3
18409,SPI1,MFGE8
18410,BRD3,EMP3
18411,IRF1,ATG16L2
18412,CDK9,PTPRJ
18413,ZZZ3,MT-CO2
18414,FLI1,ANKRD39
18415,FOXP1,ASAP1
18416,CREBBP,DDX23
18417,LYL1,EPB41
18418,GATA3,FAM96A
18419,POU2F2,WDR59
18420,EP300,TNFAIP3
18421,TBX21,GRB2
18422,CTBP2,TBC1D4
18423,IRF5,RGS3
18424,CEBPA,DENND1B
18425,BATF,VAMP8
18426,ELF1,RPS6KA4
18427,ETS1,VCL
18428,FLI1,ARV1
18429,TBX21,FBP1
18430,SPI1,POGZ
18431,POU2F2,DDX60L
18432,GATA3,ZNF451
18433,LMO2,XPNPEP1
18434,ATF3,CAPZA1
18435,FOXP1,FAM35A
18436,GABPA,SCAF11
18437,POU2F2,NEAT1
18438,FLI1,TBXAS1
18439,BHLHE40,CCND3
18440,GABPA,NIT1
18441,MAZ,MAP1S
18442,MAZ,ARFGAP3
18443,SPI1,EPC1
18444,TBX21,RPLP1
18445,CEBPA,RIN3
18446,BATF,MEF2D
18447,JUND,HSPBP1
18448,MAZ,PSMB8-AS1
18449,ATF3,UQCRB
18450,BHLHE40,TBC1D17
18451,IRF1,EP300
18452,JUND,SUN1
18453,BCL11A,ADRBK1
18454,GATA3,LBH
18455,TCF12,MYO1F
18456,TBX21,SMARCA4
18457,GABPA,NF2
18458,EP300,SLC43A2
18459,ETV6,LIX1L
18460,STAT5B,SYNE3
18461,GABPA,CRELD2
18462,MAZ,TPI1
18463,GATA3,NEDD9
18464,GATA3,CPNE2
18465,BATF,DEK
18466,TAF1,DESI2
18467,BCL6,MFGE8
18468,BCL11A,TINF2
18469,LYL1,PCED1B
18470,EP300,DHX8
18471,NFYB,DENND6B
18472,STAT4,SLC25A6
18473,POLR2A,NKTR
18474,FOS,RPL31
18475,ATF3,FAM3A
18476,BCL6,CD79B
18477,EP300,PIGF
18478,CEBPA,ETS1
18479,ATF2,ANAPC5
18480,PML,UBA7
18481,SPI1,ACAP1
18482,TAF1,RFC2
18483,STAT4,RPSA
18484,ESRRA,COG3
18485,FOXP1,ARFGAP1
18486,GABPA,LRRFIP1
18487,CBFB,LTBP3
18488,FOXP1,APOL6
18489,GABPA,UQCC3
18490,STAT5B,PLEKHB1
18491,GABPA,CITED4
18492,ETS1,BRD8
18493,JUND,LILRA5
18494,LMO2,GBP1
18495,FLI1,CALM2
18496,BATF,HNRNPU
18497,BHLHE40,PAK1
18498,CDK9,CASP2
18499,BCL6,EPC1
18500,CDK9,FAM43A
18501,POLR2A,AP3D1
18502,CDK9,ACOT8
18503,TAF1,IGFBP7
18504,FOS,NBEAL1
18505,FOXP1,RPS20
18506,BRD3,PNKD
18507,BCL6,VPS26A
18508,ETS1,CALM1
18509,EP300,TOB2
18510,MEF2C,ANKRD44
18511,POU2F2,UQCRB
18512,GABPA,WIPF2
18513,IRF1,DENND3
18514,IRF1,BATF
18515,FLI1,C3orf58
18516,ETS1,NME4
18517,RARA,TLR2
18518,STAT1,LMO2
18519,LMO2,ERN1
18520,FOS,TNFRSF1A
18521,CDK9,DYNC1LI2
18522,ATF3,RNF166
18523,RARA,QDPR
18524,MEF2C,PDZD11
18525,CREBBP,TP53
18526,CREBBP,SENP7
18527,ATF3,GNB4
18528,TAF1,MTHFD2
18529,GABPA,LCP1
18530,EP300,MCRS1
18531,ESRRA,SPCS1
18532,ETS1,RPS27
18533,CDK9,POGK
18534,BCL6,ACAP1
18535,POLR2A,USP4
18536,ATF3,KCNE3
18537,FLI1,NIPAL3
18538,GATA3,HRH2
18539,ATF2,MRPL39
18540,ETS1,APOL1
18541,RUNX3,COTL1
18542,ESRRA,HIGD2A
18543,NFYB,RRAGC
18544,ETS1,FNBP4
18545,FOS,CCND3
18546,JUND,CLPTM1L
18547,CDK9,ELF1
18548,CREBBP,KIAA0922
18549,CEBPA,ERCC5
18550,TAF1,PDLIM1
18551,TBP,NFAM1
18552,POU2F2,MTG2
18553,JUND,SULT1A1
18554,POLR2A,AGO2
18555,FOXP1,PLXDC2
18556,ESRRA,ATP5I
18557,CTBP2,BST1
18558,BATF,ARFIP1
18559,STAT4,IGKC
18560,IRF5,TMEM176B
18561,GABPA,TBC1D10C
18562,ATF3,AP3M2
18563,EP300,TNIK
18564,IRF1,CCDC174
18565,BCL6,CAPZB
18566,FOXP1,MARCH1
18567,BATF,BORCS5
18568,TAF1,INTS1
18569,CREBBP,SMIM14
18570,ETV6,SLC11A1
18571,BCL11A,DEGS1
18572,CTBP2,SHTN1
18573,SPI1,POMC
18574,ATF2,ZNF143
18575,ATF2,PARP8
18576,ATF3,YIF1B
18577,TAF1,CD244
18578,BATF,PHYH
18579,IRF1,GTF2H1
18580,MAZ,SEC61A1
18581,RAD21,PDK2
18582,JUND,CSF1R
18583,IRF5,LILRB3
18584,IRF1,SYPL1
18585,ETV6,CD69
18586,FOXP1,ADSL
18587,BATF,LINC01089
18588,BHLHE40,PXN
18589,CEBPA,AAED1
18590,FOS,PAK1
18591,ETS1,TAOK1
18592,RXRA,TMSB10
18593,GATA3,ENSA
18594,ESRRA,HLA-DQA1
18595,RUNX3,SEPT11
18596,POLR2A,RBM23
18597,LMO2,PLAC8
18598,CREBBP,CORO7
18599,RARA,RPL31
18600,POLR2A,MDS2
18601,STAT5B,POM121C
18602,FLI1,RASGRP2
18603,MAZ,GIGYF2
18604,NFYB,CTSC
18605,ATF3,HIST3H2A
18606,IRF1,RPLP0
18607,GABPA,SIRT6
18608,GATA3,COASY
18609,NFYB,RPS2
18610,SPI1,PLSCR1
18611,BATF,GAPDH
18612,STAT5B,YPEL5
18613,MAZ,ROCK1
18614,RAD21,SVIL
18615,GATA3,PACSIN2
18616,BCL6,THRA
18617,BHLHE40,AOAH
18618,TBP,HCFC1
18619,ATF2,AFF1
18620,CDK9,COX5A
18621,IRF1,ZBTB38
18622,ETS1,CASP2
18623,GABPA,CASP8
18624,FOS,TRIM26
18625,RXRA,CD79A
18626,TAF1,CTNNBIP1
18627,POU2F2,AP3M2
18628,BCL6,POMC
18629,FLI1,TXNDC11
18630,GABPA,ANKRD17
18631,FOXP1,GPBP1
18632,TBX21,B2M
18633,TBP,CEBPA
18634,POLR2A,DENND5A
18635,IRF1,ING2
18636,EP300,TMSB4X
18637,RUNX3,RNF19A
18638,RUNX3,SLC7A7
18639,GABPA,FIS1
18640,BHLHE40,STX11
18641,RARA,TNFRSF1A
18642,CEBPA,MTMR11
18643,EP300,ZZEF1
18644,TBP,BTG2
18645,BATF,TCF4
18646,ETS1,DYNC1LI2
18647,CTBP2,NFYB
18648,CEBPA,PTP4A3
18649,GABPA,SIL1
18650,SPI1,TMEM214
18651,ATF3,ABHD12
18652,CEBPA,TIMP2
18653,CREBBP,HCFC1
18654,NFYB,MKL1
18655,FLI1,CREBL2
18656,TCF12,SPPL2B
18657,MEF2C,SUPT3H
18658,TBP,H3F3A
18659,CBFB,FLAD1
18660,ZZZ3,MT-ND5
18661,FOXP1,DNAJC5
18662,STAT4,HLA-B
18663,ETV6,GNAQ
18664,STAT5B,RAB27A
18665,ATF3,SLC16A3
18666,ATF3,PPM1F
18667,CDK9,B4GALT1
18668,RXRA,ZDHHC17
18669,RARA,RPS28
18670,ELF1,XRCC1
18671,ETS1,POGK
18672,ELF1,C1orf228
18673,STAT5B,PPWD1
18674,TCF12,CBX4
18675,EP300,TMED1
18676,ZZZ3,PSTPIP2
18677,RXRA,FUCA1
18678,RXRA,LRRC8C
18679,POLR2A,DHX16
18680,SPI1,SENP5
18681,SPI1,PPCDC
18682,SPI1,LRRC75A
18683,CREBBP,BTG2
18684,CREBBP,CDC42EP3
18685,IRF1,CAB39
18686,LMO2,TFRC
18687,TBP,EMP3
18688,BHLHE40,INPP4B
18689,BATF,OAS2
18690,MAZ,DNAJC13
18691,FOS,GSTP1
18692,ETS1,TRUB2
18693,CEBPA,ZNF414
18694,IRF1,TNFAIP3
18695,BHLHE40,FKBP1A
18696,SPI1,HIPK1
18697,FLI1,IGF2R
18698,BATF,N4BP2L2
18699,POU2F1,RGS14
18700,MAZ,TAF8
18701,IRF1,PITPNC1
18702,POLR2A,RSRP1
18703,CDK9,RIC3
18704,RUNX3,RAD23B
18705,NFYB,GCHFR
18706,RXRA,MORF4L1
18707,POLR2A,EHMT2
18708,BCL11A,DPP4
18709,CDK9,FAM122A
18710,ATF3,CD93
18711,IRF1,TMEM189
18712,ATF3,SULF2
18713,MEF2C,CLEC12A
18714,POLR2A,TCIRG1
18715,CREBBP,EMP3
18716,TCF12,TAF8
18717,ETV6,SNX4
18718,ETS1,ARID5B
18719,POU2F2,PPM1F
18720,SPIB,TSTD1
18721,CREBBP,POM121
18722,IRF1,SLC43A2
18723,ETS1,PEA15
18724,BATF,CDC42SE1
18725,ETS1,FBXW2
18726,CDK9,GLB1
18727,MEF2C,PTMS
18728,TAF1,ATP6V1F
18729,MAZ,PHACTR2
18730,FOS,FAM210B
18731,RARA,PAK1
18732,ETS1,MRPL35
18733,MEF2C,CDC14A
18734,BCL6,PPCDC
18735,CTBP2,LINC00402
18736,BATF,PNMA1
18737,ATF3,LINC01272
18738,FLI1,MPRIP
18739,SPIB,CUL4B
18740,GABPA,CSNK2A2
18741,ZZZ3,RPS12
18742,CEBPA,NCBP2-AS2
18743,ATF3,RPL10A
18744,RUNX3,STAT5A
18745,ESRRA,CTSS
18746,ATF3,CLK3
18747,STAT4,IFITM3
18748,MAZ,MAP3K7
18749,POU2F1,RPS27
18750,FLI1,GIGYF1
18751,CREBBP,EIF1B
18752,JUND,SNHG7
18753,STAT4,ASGR1
18754,LMO2,DPYSL2
18755,FOS,STX11
18756,EP300,MGST2
18757,JUND,BLVRA
18758,ETS1,SCCPDH
18759,SREBF2,CLIP4
18760,BHLHE40,CDKN2AIP
18761,JUND,PIK3CG
18762,FOXP1,FAM45A
18763,TAF1,TSHZ2
18764,ATF3,C14orf159
18765,CREBBP,TPD52
18766,FLI1,ST8SIA4
18767,BATF,PILRA
18768,FLI1,SEPT9
18769,GABPA,CLIC1
18770,FLI1,CENPT
18771,JUND,JUN
18772,ETV6,LILRA2
18773,GATA3,MT-CO2
18774,RXRA,KAT6B
18775,EP300,C1orf131
18776,LMO2,ARHGAP1
18777,STAT5B,SCAMP1
18778,ATF3,IL1B
18779,ZZZ3,DUSP1
18780,TBP,PNKD
18781,SPI1,IFNAR2
18782,CREBBP,PNN
18783,FOXP1,AC074117.10
18784,SPI1,KCNAB2
18785,CREBBP,CXCR4
18786,SPI1,SARAF
18787,ETS1,RPL3
18788,BCL11A,PVT1
18789,BHLHE40,COX5B
18790,SPI1,MTF1
18791,BATF,RHOH
18792,MAZ,APIP
